,annee,diplome,etablissement,academie,domaine,discipline,situation,nombre_de_reponses,taux_de_reponse,taux_dinsertion,de_diplomes_boursiers,taux_de_chomage_regional,salaire_net_mensuel_median_regional,long_academie,lat_academie
130,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,138.0,76.0,76.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
131,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,46.0,63.0,91.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
132,2014.0,MASTER LMD,Avignon,Aix-Marseille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,30.0,67.0,93.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
133,2015.0,MASTER ENS,Aix-Marseille,Aix-Marseille,Masters enseignement,Masters enseignement,18 mois après le diplôme,272.0,67.0,96.0,25,10.3,1830.0,43.784645619278834,5.356600072667359
134,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,620.0,65.0,89.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
135,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Information communication,30 mois après le diplôme,81.0,65.0,83.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
136,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,81.0,65.0,70.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
137,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,403.0,74.0,91.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
138,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,104.0,68.0,95.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
139,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,104.0,68.0,87.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
140,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Droit,30 mois après le diplôme,247.0,64.0,93.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
141,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,42.0,75.0,75.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
142,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,45.0,60.0,81.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
143,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,45.0,60.0,91.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
144,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,100.0,70.0,78.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
145,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,49.0,67.0,91.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
146,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,112.0,70.0,88.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
147,2016.0,MASTER LMD,Avignon,Aix-Marseille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,47.0,77.0,75.0,45,10.2,1800.0,43.784645619278834,5.356600072667359
148,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,713.0,67.0,92.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
149,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Économie,18 mois après le diplôme,64.0,60.0,89.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
150,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Économie,30 mois après le diplôme,64.0,60.0,89.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
151,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Gestion,30 mois après le diplôme,312.0,63.0,96.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
152,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",18 mois après le diplôme,48.0,84.0,88.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
153,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,91.0,64.0,79.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
154,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Information communication,30 mois après le diplôme,91.0,64.0,94.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
155,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de l'ingénieur,18 mois après le diplôme,69.0,67.0,95.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
156,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,30.0,71.0,100.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
157,2017.0,MASTER LMD,Avignon,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,36.0,85.0,85.0,46,9.1,1840.0,43.784645619278834,5.356600072667359
158,2016.0,MASTER LMD,Avignon,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,57.0,73.0,84.0,45,10.2,1800.0,43.784645619278834,5.356600072667359
159,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Droit,18 mois après le diplôme,289.0,70.0,90.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
160,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,77.0,77.0,86.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
161,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,66.0,71.0,84.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
162,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,385.0,74.0,88.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
163,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,130.0,83.0,88.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
164,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Informatique,30 mois après le diplôme,30.0,71.0,100.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
165,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,106.0,72.0,87.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
166,2010.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Droit,30 mois après le diplôme,156.0,59.0,90.0,29,11.7,1750.0,43.784645619278834,5.356600072667359
167,2010.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Économie,30 mois après le diplôme,64.0,69.0,89.0,29,11.7,1750.0,43.784645619278834,5.356600072667359
168,2010.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,106.0,81.0,88.0,29,11.7,1750.0,43.784645619278834,5.356600072667359
169,2010.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,144.0,77.0,83.0,29,11.7,1750.0,43.784645619278834,5.356600072667359
170,2010.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,60.0,63.0,93.0,29,11.7,1750.0,43.784645619278834,5.356600072667359
171,2011.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Économie,30 mois après le diplôme,58.0,61.0,79.0,29,11.2,1730.0,43.784645619278834,5.356600072667359
172,2011.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,142.0,79.0,84.0,29,11.2,1730.0,43.784645619278834,5.356600072667359
173,2011.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences fondamentales,30 mois après le diplôme,73.0,67.0,93.0,29,11.2,1730.0,43.784645619278834,5.356600072667359
174,2011.0,MASTER LMD,Avignon,Aix-Marseille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,49.0,70.0,92.0,37,11.2,1730.0,43.784645619278834,5.356600072667359
175,2012.0,MASTER ENS,Aix-Marseille,Aix-Marseille,Masters enseignement,Masters enseignement,18 mois après le diplôme,179.0,79.0,96.0,34,11.7,1790.0,43.784645619278834,5.356600072667359
176,2012.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,82.0,74.0,77.0,29,11.7,1790.0,43.784645619278834,5.356600072667359
177,2012.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Autres sciences humaines et sociales,18 mois après le diplôme,65.0,79.0,84.0,29,11.7,1790.0,43.784645619278834,5.356600072667359
178,2012.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,129.0,74.0,71.0,29,11.7,1790.0,43.784645619278834,5.356600072667359
179,2012.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,93.0,73.0,89.0,29,11.7,1790.0,43.784645619278834,5.356600072667359
180,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",18 mois après le diplôme,527.0,68.0,86.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
181,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,527.0,68.0,89.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
182,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Droit,30 mois après le diplôme,188.0,73.0,88.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
183,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Économie,30 mois après le diplôme,66.0,74.0,83.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
184,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,246.0,62.0,89.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
185,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Autres sciences humaines et sociales,30 mois après le diplôme,89.0,76.0,81.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
186,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,113.0,77.0,71.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
187,2013.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,60.0,71.0,84.0,30,11.4,1840.0,43.784645619278834,5.356600072667359
188,2013.0,MASTER LMD,Avignon,Aix-Marseille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,44.0,78.0,73.0,41,11.4,1840.0,43.784645619278834,5.356600072667359
189,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion",30 mois après le diplôme,633.0,66.0,89.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
190,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Droit,30 mois après le diplôme,223.0,71.0,88.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
191,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Lettres, langues, arts","Lettres, langues, arts",30 mois après le diplôme,83.0,65.0,89.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
192,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,261.0,71.0,82.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
193,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,63.0,77.0,72.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
194,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Psychologie,30 mois après le diplôme,63.0,77.0,86.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
195,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,138.0,76.0,82.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
196,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences fondamentales,18 mois après le diplôme,46.0,63.0,76.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
197,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de l'ingénieur,30 mois après le diplôme,90.0,68.0,91.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
198,2014.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Autres sciences, technologies et santé",18 mois après le diplôme,107.0,79.0,85.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
199,2014.0,MASTER LMD,Avignon,Aix-Marseille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,18 mois après le diplôme,43.0,73.0,68.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
200,2014.0,MASTER LMD,Avignon,Aix-Marseille,Sciences humaines et sociales,Ensemble sciences humaines et sociales,30 mois après le diplôme,43.0,73.0,88.0,33,11.0,1830.0,43.784645619278834,5.356600072667359
201,2015.0,MASTER ENS,Aix-Marseille,Aix-Marseille,Masters enseignement,Masters enseignement,30 mois après le diplôme,272.0,67.0,96.0,25,10.3,1830.0,43.784645619278834,5.356600072667359
202,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Droit,18 mois après le diplôme,229.0,69.0,89.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
203,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion","Autres formations juridiques, économiques et de gestion",30 mois après le diplôme,31.0,73.0,84.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
204,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,403.0,74.0,83.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
205,2015.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Autres sciences, technologies et santé",30 mois après le diplôme,103.0,78.0,93.0,31,10.3,1830.0,43.784645619278834,5.356600072667359
206,2015.0,MASTER LMD,Avignon,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,65.0,85.0,89.0,40,10.3,1830.0,43.784645619278834,5.356600072667359
207,2015.0,MASTER LMD,Avignon,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,31.0,86.0,80.0,40,10.3,1830.0,43.784645619278834,5.356600072667359
208,2016.0,MASTER ENS,Aix-Marseille,Aix-Marseille,Masters enseignement,Masters enseignement,18 mois après le diplôme,289.0,58.0,98.0,21,10.2,1800.0,43.784645619278834,5.356600072667359
209,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Psychologie,18 mois après le diplôme,69.0,77.0,80.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
210,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Information communication,18 mois après le diplôme,102.0,61.0,88.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
211,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,Sciences humaines et sociales,Information communication,30 mois après le diplôme,102.0,61.0,87.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
212,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,372.0,68.0,88.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
213,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",30 mois après le diplôme,372.0,68.0,90.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
214,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,30 mois après le diplôme,100.0,70.0,86.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
215,2016.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Sciences, technologies et santé",Informatique,18 mois après le diplôme,40.0,66.0,88.0,34,10.2,1800.0,43.784645619278834,5.356600072667359
216,2016.0,MASTER LMD,Avignon,Aix-Marseille,"Sciences, technologies et santé","Ensemble sciences, technologies et santé",18 mois après le diplôme,57.0,73.0,80.0,45,10.2,1800.0,43.784645619278834,5.356600072667359
217,2016.0,MASTER LMD,Avignon,Aix-Marseille,"Sciences, technologies et santé",Sciences de la vie et de la terre,18 mois après le diplôme,31.0,83.0,64.0,45,10.2,1800.0,43.784645619278834,5.356600072667359
218,2017.0,MASTER ENS,Aix-Marseille,Aix-Marseille,Masters enseignement,Masters enseignement,30 mois après le diplôme,320.0,63.0,98.0,18,9.1,1840.0,43.784645619278834,5.356600072667359
219,2017.0,MASTER LMD,Aix-Marseille,Aix-Marseille,"Droit, économie et gestion",Gestion,18 mois après le diplôme,312.0,63.0,94.0,33,9.1,1840.0,43.784645619278834,5.356600072667359
